Year,State,Age Group (Years),State Rate,State Births,U.S. Births,U.S. Birth Rate,Unit
2006,North Dakota,15-17 years,12.3,165,138943,21.6,"per 1,000"
2006,Ohio,15-17 years,19.4,4840,138943,21.6,"per 1,000"
2006,Oklahoma,15-17 years,29.9,2282,138943,21.6,"per 1,000"
2006,Oregon,15-17 years,17.4,1310,138943,21.6,"per 1,000"
2006,Pennsylvania,15-17 years,16.3,4319,138943,21.6,"per 1,000"
2006,Rhode Island,15-17 years,17.8,387,138943,21.6,"per 1,000"
2006,South Carolina,15-17 years,28.6,2673,138943,21.6,"per 1,000"
2006,South Dakota,15-17 years,18.6,319,138943,21.6,"per 1,000"
2006,Tennessee,15-17 years,26.9,3394,138943,21.6,"per 1,000"
2006,Texas,15-17 years,35.3,18548,138943,21.6,"per 1,000"
2006,Total U.S.,15-17 years,21.6,138943,138943,21.6,"per 1,000"
2006,Utah,15-17 years,16.2,983,138943,21.6,"per 1,000"
2006,Vermont,15-17 years,7.9,106,138943,21.6,"per 1,000"
2006,Virginia,15-17 years,16.5,2624,138943,21.6,"per 1,000"
2006,Washington,15-17 years,15.3,2062,138943,21.6,"per 1,000"
2006,West Virginia,15-17 years,21.3,742,138943,21.6,"per 1,000"
2006,Wisconsin,15-17 years,15.2,1840,138943,21.6,"per 1,000"
2006,Wyoming,15-17 years,18.2,199,138943,21.6,"per 1,000"
2007,Alabama,15-17 years,28.1,2815,140566,21.7,"per 1,000"
2007,Alaska,15-17 years,16.3,271,140566,21.7,"per 1,000"
2007,Arizona,15-17 years,33.4,4379,140566,21.7,"per 1,000"
2007,Arkansas,15-17 years,30.5,1809,140566,21.7,"per 1,000"
2007,California,15-17 years,21.2,17592,140566,21.7,"per 1,000"
2007,Colorado,15-17 years,22.7,2229,140566,21.7,"per 1,000"
2007,Connecticut,15-17 years,11.6,883,140566,21.7,"per 1,000"
2007,Delaware,15-17 years,21.5,391,140566,21.7,"per 1,000"
2007,District of Columbia,15-17 years,42.9,395,140566,21.7,"per 1,000"
2007,Florida,15-17 years,22.4,8121,140566,21.7,"per 1,000"
2007,Georgia,15-17 years,28,5767,140566,21.7,"per 1,000"
2007,Hawaii,15-17 years,18.2,472,140566,21.7,"per 1,000"
2007,Idaho,15-17 years,18.6,626,140566,21.7,"per 1,000"
2007,Illinois,15-17 years,21.7,5996,140566,21.7,"per 1,000"
2007,Indiana,15-17 years,21.5,2962,140566,21.7,"per 1,000"
2007,Iowa,15-17 years,15.4,974,140566,21.7,"per 1,000"
2007,Kansas,15-17 years,21.2,1276,140566,21.7,"per 1,000"
2007,Kentucky,15-17 years,25,2164,140566,21.7,"per 1,000"
2007,Louisiana,15-17 years,28.4,2725,140566,21.7,"per 1,000"
2007,Maine,15-17 years,9.2,251,140566,21.7,"per 1,000"
2007,Maryland,15-17 years,17.8,2203,140566,21.7,"per 1,000"
2007,Massachusetts,15-17 years,11.7,1547,140566,21.7,"per 1,000"
2007,Michigan,15-17 years,17,3886,140566,21.7,"per 1,000"
2007,Minnesota,15-17 years,13.5,1522,140566,21.7,"per 1,000"
2007,Mississippi,15-17 years,39.9,2647,140566,21.7,"per 1,000"
2007,Missouri,15-17 years,21.2,2688,140566,21.7,"per 1,000"
2007,Montana,15-17 years,16.5,342,140566,21.7,"per 1,000"
2007,Nebraska,15-17 years,17.9,687,140566,21.7,"per 1,000"
2007,Nevada,15-17 years,27.5,1466,140566,21.7,"per 1,000"
2007,New Hampshire,15-17 years,7.5,213,140566,21.7,"per 1,000"
2007,New Jersey,15-17 years,12,2233,140566,21.7,"per 1,000"
2007,New Mexico,15-17 years,35.7,1604,140566,21.7,"per 1,000"
2007,New York,15-17 years,13,5285,140566,21.7,"per 1,000"
2007,North Carolina,15-17 years,25.6,4780,140566,21.7,"per 1,000"
2007,North Dakota,15-17 years,14.5,189,140566,21.7,"per 1,000"
2007,Ohio,15-17 years,19.3,4800,140566,21.7,"per 1,000"
2007,Oklahoma,15-17 years,29.9,2300,140566,21.7,"per 1,000"
2007,Oregon,15-17 years,16.3,1235,140566,21.7,"per 1,000"
2007,Pennsylvania,15-17 years,16.3,4320,140566,21.7,"per 1,000"
2007,Rhode Island,15-17 years,17.7,386,140566,21.7,"per 1,000"
2007,South Carolina,15-17 years,27,2543,140566,21.7,"per 1,000"
2007,South Dakota,15-17 years,19.6,335,140566,21.7,"per 1,000"
2007,Tennessee,15-17 years,26.4,3363,140566,21.7,"per 1,000"
2007,Texas,15-17 years,35.4,18988,140566,21.7,"per 1,000"
2007,Total U.S.,15-17 years,21.7,140566,140566,21.7,"per 1,000"
2007,Utah,15-17 years,18.5,1135,140566,21.7,"per 1,000"
2007,Vermont,15-17 years,8.4,111,140566,21.7,"per 1,000"
2007,Virginia,15-17 years,16.3,2607,140566,21.7,"per 1,000"
2007,Washington,15-17 years,16.3,2217,140566,21.7,"per 1,000"
2007,West Virginia,15-17 years,20.7,731,140566,21.7,"per 1,000"
2007,Wisconsin,15-17 years,15.5,1865,140566,21.7,"per 1,000"
2007,Wyoming,15-17 years,21.8,240,140566,21.7,"per 1,000"
2008,Alabama,15-17 years,25.8,2569,135664,21.1,"per 1,000"
2008,Alaska,15-17 years,19,301,135664,21.1,"per 1,000"
2008,Arizona,15-17 years,31.6,4164,135664,21.1,"per 1,000"
2008,Arkansas,15-17 years,30.5,1789,135664,21.1,"per 1,000"
2008,California,15-17 years,20.7,17018,135664,21.1,"per 1,000"
2008,Colorado,15-17 years,22.1,2175,135664,21.1,"per 1,000"
2008,Connecticut,15-17 years,11.3,846,135664,21.1,"per 1,000"
2008,Delaware,15-17 years,20.3,371,135664,21.1,"per 1,000"
2008,District of Columbia,15-17 years,43.9,389,135664,21.1,"per 1,000"
2008,Florida,15-17 years,20.5,7279,135664,21.1,"per 1,000"
2008,Georgia,15-17 years,26.7,5513,135664,21.1,"per 1,000"
2008,Hawaii,15-17 years,16.9,432,135664,21.1,"per 1,000"
2008,Idaho,15-17 years,19.4,651,135664,21.1,"per 1,000"
2008,Illinois,15-17 years,20.7,5652,135664,21.1,"per 1,000"
2008,Indiana,15-17 years,20,2731,135664,21.1,"per 1,000"
2008,Iowa,15-17 years,16.5,1025,135664,21.1,"per 1,000"
2008,Kansas,15-17 years,21.5,1261,135664,21.1,"per 1,000"
2008,Kentucky,15-17 years,24.8,2139,135664,21.1,"per 1,000"
2008,Louisiana,15-17 years,27.3,2593,135664,21.1,"per 1,000"
2008,Maine,15-17 years,10,267,135664,21.1,"per 1,000"
2008,Maryland,15-17 years,16.9,2058,135664,21.1,"per 1,000"
2008,Massachusetts,15-17 years,10.5,1361,135664,21.1,"per 1,000"
2008,Michigan,15-17 years,16.4,3637,135664,21.1,"per 1,000"
2008,Minnesota,15-17 years,12.4,1374,135664,21.1,"per 1,000"
2008,Mississippi,15-17 years,34.6,2275,135664,21.1,"per 1,000"
2008,Missouri,15-17 years,21.3,2666,135664,21.1,"per 1,000"
2008,Montana,15-17 years,18.2,367,135664,21.1,"per 1,000"
2008,Nebraska,15-17 years,17.8,669,135664,21.1,"per 1,000"
2008,Nevada,15-17 years,27,1457,135664,21.1,"per 1,000"
2008,New Hampshire,15-17 years,7.6,212,135664,21.1,"per 1,000"
2008,New Jersey,15-17 years,11.6,2136,135664,21.1,"per 1,000"
2008,New Mexico,15-17 years,36,1599,135664,21.1,"per 1,000"
2008,New York,15-17 years,12.8,5091,135664,21.1,"per 1,000"
2008,North Carolina,15-17 years,25.3,4732,135664,21.1,"per 1,000"
2008,North Dakota,15-17 years,13.8,176,135664,21.1,"per 1,000"
2008,Ohio,15-17 years,19.2,4720,135664,21.1,"per 1,000"
2008,Oklahoma,15-17 years,30.3,2300,135664,21.1,"per 1,000"
2008,Pennsylvania,15-17 years,16.5,4272,135664,21.1,"per 1,000"
2008,Rhode Island,15-17 years,17.1,364,135664,21.1,"per 1,000"
2008,South Carolina,15-17 years,27.1,2525,135664,21.1,"per 1,000"
2008,South Dakota,15-17 years,20.5,344,135664,21.1,"per 1,000"
2008,Tennessee,15-17 years,26.2,3331,135664,21.1,"per 1,000"
2008,Texas,15-17 years,35,18945,135664,21.1,"per 1,000"
2008,Total U.S.,15-17 years,21.1,135664,135664,21.1,"per 1,000"
2008,Utah,15-17 years,18.2,1122,135664,21.1,"per 1,000"
2008,Vermont,15-17 years,7.3,93,135664,21.1,"per 1,000"
2008,Virginia,15-17 years,15,2371,135664,21.1,"per 1,000"
2008,Washington,15-17 years,15.7,2132,135664,21.1,"per 1,000"
2008,West Virginia,15-17 years,22.8,786,135664,21.1,"per 1,000"
2008,Wisconsin,15-17 years,15.1,1787,135664,21.1,"per 1,000"
2008,Wyoming,15-17 years,22.6,245,135664,21.1,"per 1,000"
2009,Alabama,15-17 years,25.4,2493,124247,19.6,"per 1,000"
2009,Alaska,15-17 years,18.3,287,124247,19.6,"per 1,000"
2009,Arizona,15-17 years,26.8,3527,124247,19.6,"per 1,000"
2009,Arkansas,15-17 years,29.2,1690,124247,19.6,"per 1,000"
2009,California,15-17 years,18.9,15419,124247,19.6,"per 1,000"
2009,Colorado,15-17 years,20.2,1974,124247,19.6,"per 1,000"
2009,Connecticut,15-17 years,10.3,765,124247,19.6,"per 1,000"
2009,Delaware,15-17 years,17.6,318,124247,19.6,"per 1,000"
2009,District of Columbia,15-17 years,42.1,365,124247,19.6,"per 1,000"
2009,Florida,15-17 years,18,6315,124247,19.6,"per 1,000"
2009,Georgia,15-17 years,23.6,4854,124247,19.6,"per 1,000"
2009,Hawaii,15-17 years,16.8,421,124247,19.6,"per 1,000"
2009,Idaho,15-17 years,16.5,551,124247,19.6,"per 1,000"
2009,Illinois,15-17 years,18.6,5045,124247,19.6,"per 1,000"
2009,Indiana,15-17 years,20.2,2741,124247,19.6,"per 1,000"
2009,Iowa,15-17 years,15.5,947,124247,19.6,"per 1,000"
2009,Kansas,15-17 years,19.9,1163,124247,19.6,"per 1,000"
2009,Kentucky,15-17 years,24.5,2080,124247,19.6,"per 1,000"
2009,Louisiana,15-17 years,26.9,2534,124247,19.6,"per 1,000"
2009,Maine,15-17 years,9.7,251,124247,19.6,"per 1,000"
2009,Maryland,15-17 years,15.8,1881,124247,19.6,"per 1,000"
2009,Massachusetts,15-17 years,10.4,1320,124247,19.6,"per 1,000"
2009,Michigan,15-17 years,15.7,3367,124247,19.6,"per 1,000"
2009,Minnesota,15-17 years,11.1,1205,124247,19.6,"per 1,000"
2009,Mississippi,15-17 years,34.5,2244,124247,19.6,"per 1,000"
2009,Missouri,15-17 years,19.4,2371,124247,19.6,"per 1,000"
2009,Montana,15-17 years,18.5,358,124247,19.6,"per 1,000"
2009,Nebraska,15-17 years,17,632,124247,19.6,"per 1,000"
2009,Nevada,15-17 years,23.6,1280,124247,19.6,"per 1,000"
2009,New Hampshire,15-17 years,6.9,187,124247,19.6,"per 1,000"
2009,New Jersey,15-17 years,10.6,1929,124247,19.6,"per 1,000"
2009,New Mexico,15-17 years,34.1,1486,124247,19.6,"per 1,000"
2009,New York,15-17 years,12,4703,124247,19.6,"per 1,000"
2009,North Carolina,15-17 years,22.5,4193,124247,19.6,"per 1,000"
2009,North Dakota,15-17 years,12.9,161,124247,19.6,"per 1,000"
2009,Ohio,15-17 years,18.2,4394,124247,19.6,"per 1,000"
2009,Oklahoma,15-17 years,29.4,2203,124247,19.6,"per 1,000"
2009,Oregon,15-17 years,15.9,1165,124247,19.6,"per 1,000"
2009,Pennsylvania,15-17 years,15.2,3868,124247,19.6,"per 1,000"
2009,Rhode Island,15-17 years,17.5,366,124247,19.6,"per 1,000"
2009,South Carolina,15-17 years,24.1,2217,124247,19.6,"per 1,000"
2009,South Dakota,15-17 years,18.3,303,124247,19.6,"per 1,000"
2009,Tennessee,15-17 years,23.5,2957,124247,19.6,"per 1,000"
2009,Texas,15-17 years,32.8,17921,124247,19.6,"per 1,000"
2009,Total U.S.,15-17 years,19.6,124247,124247,19.6,"per 1,000"
2009,Utah,15-17 years,16,990,124247,19.6,"per 1,000"
2009,Vermont,15-17 years,6.5,81,124247,19.6,"per 1,000"
2009,Virginia,15-17 years,14.1,2204,124247,19.6,"per 1,000"
2009,Washington,15-17 years,14.1,1889,124247,19.6,"per 1,000"
2009,West Virginia,15-17 years,24.2,816,124247,19.6,"per 1,000"
2009,Wisconsin,15-17 years,13.9,1609,124247,19.6,"per 1,000"
2009,Wyoming,15-17 years,19,207,124247,19.6,"per 1,000"
2010,Alabama,15-17 years,22.9,2224,109173,17.3,"per 1,000"
2010,Alaska,15-17 years,16.3,251,109173,17.3,"per 1,000"
2010,Arizona,15-17 years,22.3,2934,109173,17.3,"per 1,000"
2010,Arkansas,15-17 years,24.7,1435,109173,17.3,"per 1,000"
2010,California,15-17 years,16.4,13314,109173,17.3,"per 1,000"
2010,Colorado,15-17 years,17.7,1717,109173,17.3,"per 1,000"
2010,Connecticut,15-17 years,8.4,622,109173,17.3,"per 1,000"
2010,Delaware,15-17 years,16,285,109173,17.3,"per 1,000"
2010,District of Columbia,15-17 years,35.7,303,109173,17.3,"per 1,000"
2010,Florida,15-17 years,15.5,5393,109173,17.3,"per 1,000"
2010,Georgia,15-17 years,21.2,4330,109173,17.3,"per 1,000"
2010,Hawaii,15-17 years,12.9,324,109173,17.3,"per 1,000"
2010,Idaho,15-17 years,15.1,504,109173,17.3,"per 1,000"
2010,Illinois,15-17 years,17.2,4645,109173,17.3,"per 1,000"
2010,Indiana,15-17 years,18.4,2484,109173,17.3,"per 1,000"
2010,Iowa,15-17 years,13.3,800,109173,17.3,"per 1,000"
2010,Kansas,15-17 years,19.2,1113,109173,17.3,"per 1,000"
2010,Kentucky,15-17 years,21.9,1847,109173,17.3,"per 1,000"
2010,Louisiana,15-17 years,23.5,2189,109173,17.3,"per 1,000"
2010,Maine,15-17 years,8.3,208,109173,17.3,"per 1,000"
2010,Maryland,15-17 years,13.5,1602,109173,17.3,"per 1,000"
2010,Massachusetts,15-17 years,9,1137,109173,17.3,"per 1,000"
2010,Michigan,15-17 years,14.1,2968,109173,17.3,"per 1,000"
2010,Minnesota,15-17 years,10,1071,109173,17.3,"per 1,000"
2010,Mississippi,15-17 years,30.6,1959,109173,17.3,"per 1,000"
2010,Missouri,15-17 years,17,2048,109173,17.3,"per 1,000"
2010,Montana,15-17 years,12.9,245,109173,17.3,"per 1,000"
2010,Nebraska,15-17 years,14.8,544,109173,17.3,"per 1,000"
2010,Nevada,15-17 years,18.9,1023,109173,17.3,"per 1,000"
2010,New Hampshire,15-17 years,6.1,164,109173,17.3,"per 1,000"
2010,New Jersey,15-17 years,9.6,1732,109173,17.3,"per 1,000"
2010,New Mexico,15-17 years,29.9,1290,109173,17.3,"per 1,000"
2010,New York,15-17 years,11.2,4338,109173,17.3,"per 1,000"
2010,North Carolina,15-17 years,19.9,3704,109173,17.3,"per 1,000"
2010,North Dakota,15-17 years,13.4,165,109173,17.3,"per 1,000"
2010,Ohio,15-17 years,16,3811,109173,17.3,"per 1,000"
2010,Oklahoma,15-17 years,25.9,1918,109173,17.3,"per 1,000"
2010,Oregon,15-17 years,13.3,963,109173,17.3,"per 1,000"
2010,Pennsylvania,15-17 years,14.2,3574,109173,17.3,"per 1,000"
2010,Rhode Island,15-17 years,13.7,284,109173,17.3,"per 1,000"
2010,South Carolina,15-17 years,22.3,2017,109173,17.3,"per 1,000"
2010,South Dakota,15-17 years,15.9,260,109173,17.3,"per 1,000"
2010,Tennessee,15-17 years,20.3,2536,109173,17.3,"per 1,000"
2010,Texas,15-17 years,29.3,16027,109173,17.3,"per 1,000"
2010,Total U.S.,15-17 years,17.3,109173,109173,17.3,"per 1,000"
2010,Utah,15-17 years,14,879,109173,17.3,"per 1,000"
2010,Vermont,15-17 years,7.5,91,109173,17.3,"per 1,000"
2010,Virginia,15-17 years,12.5,1956,109173,17.3,"per 1,000"
2010,Washington,15-17 years,13,1725,109173,17.3,"per 1,000"
2010,West Virginia,15-17 years,21.1,694,109173,17.3,"per 1,000"
2010,Wisconsin,15-17 years,11.7,1345,109173,17.3,"per 1,000"
2010,Wyoming,15-17 years,17,181,109173,17.3,"per 1,000"
2013,Kansas,15-17 years,12.5,722,75234,12.3,"per 1,000"
2011,Alabama,15-17 years,20.7,1983,95538,15.4,"per 1,000"
2011,Alaska,15-17 years,13.3,201,95538,15.4,"per 1,000"
2011,Arizona,15-17 years,18.7,2462,95538,15.4,"per 1,000"
2011,Arkansas,15-17 years,23.2,1323,95538,15.4,"per 1,000"
2011,California,15-17 years,14.8,11833,95538,15.4,"per 1,000"
2011,Colorado,15-17 years,14.4,1383,95538,15.4,"per 1,000"
2011,Connecticut,15-17 years,7.3,535,95538,15.4,"per 1,000"
2011,Delaware,15-17 years,14.3,248,95538,15.4,"per 1,000"
2011,District of Columbia,15-17 years,33.6,279,95538,15.4,"per 1,000"
2011,Florida,15-17 years,13.7,4719,95538,15.4,"per 1,000"
2011,Georgia,15-17 years,19,3839,95538,15.4,"per 1,000"
2011,Hawaii,15-17 years,12,297,95538,15.4,"per 1,000"
2011,Idaho,15-17 years,11.5,384,95538,15.4,"per 1,000"
2011,Illinois,15-17 years,15.4,4091,95538,15.4,"per 1,000"
2011,Indiana,15-17 years,16,2132,95538,15.4,"per 1,000"
2011,Iowa,15-17 years,11.8,700,95538,15.4,"per 1,000"
2011,Kansas,15-17 years,15.5,896,95538,15.4,"per 1,000"
2011,Kentucky,15-17 years,19.6,1629,95538,15.4,"per 1,000"
2011,Louisiana,15-17 years,20.7,1881,95538,15.4,"per 1,000"
2011,Maine,15-17 years,9.3,226,95538,15.4,"per 1,000"
2011,Maryland,15-17 years,12.1,1397,95538,15.4,"per 1,000"
2011,Massachusetts,15-17 years,7.9,988,95538,15.4,"per 1,000"
2011,Michigan,15-17 years,12.6,2582,95538,15.4,"per 1,000"
2011,Minnesota,15-17 years,8.8,927,95538,15.4,"per 1,000"
2011,Mississippi,15-17 years,26.1,1626,95538,15.4,"per 1,000"
2011,Missouri,15-17 years,15.8,1871,95538,15.4,"per 1,000"
2011,Montana,15-17 years,12.4,231,95538,15.4,"per 1,000"
2011,Nebraska,15-17 years,12.6,459,95538,15.4,"per 1,000"
2011,Nevada,15-17 years,18.4,988,95538,15.4,"per 1,000"
2011,New Hampshire,15-17 years,5.4,142,95538,15.4,"per 1,000"
2011,New Jersey,15-17 years,8.8,1567,95538,15.4,"per 1,000"
2011,New Mexico,15-17 years,26.3,1110,95538,15.4,"per 1,000"
2011,New York,15-17 years,10.1,3823,95538,15.4,"per 1,000"
2011,North Carolina,15-17 years,16.6,3055,95538,15.4,"per 1,000"
2011,North Dakota,15-17 years,10.7,131,95538,15.4,"per 1,000"
2011,Ohio,15-17 years,14.4,3344,95538,15.4,"per 1,000"
2011,Oklahoma,15-17 years,22.9,1685,95538,15.4,"per 1,000"
2011,Oregon,15-17 years,11.9,851,95538,15.4,"per 1,000"
2011,Pennsylvania,15-17 years,12.9,3154,95538,15.4,"per 1,000"
2011,Rhode Island,15-17 years,12.6,251,95538,15.4,"per 1,000"
2011,South Carolina,15-17 years,19.2,1685,95538,15.4,"per 1,000"
2011,South Dakota,15-17 years,15.2,245,95538,15.4,"per 1,000"
2011,Tennessee,15-17 years,18.5,2291,95538,15.4,"per 1,000"
2011,Texas,15-17 years,25.6,14057,95538,15.4,"per 1,000"
2011,Total U.S.,15-17 years,15.4,95538,95538,15.4,"per 1,000"
2011,Utah,15-17 years,11.1,700,95538,15.4,"per 1,000"
2011,Vermont,15-17 years,8.2,95,95538,15.4,"per 1,000"
2011,Virginia,15-17 years,11.2,1709,95538,15.4,"per 1,000"
2011,Washington,15-17 years,11.7,1521,95538,15.4,"per 1,000"
2011,West Virginia,15-17 years,20.5,669,95538,15.4,"per 1,000"
2011,Wisconsin,15-17 years,10.6,1190,95538,15.4,"per 1,000"
2011,Wyoming,15-17 years,14.7,153,95538,15.4,"per 1,000"
2015,Oregon,15-17 years,7.9,574,61184,9.9,"per 1,000"
2012,Alabama,15-17 years,18.4,1725,86423,14.1,"per 1,000"
2012,Alaska,15-17 years,12.3,182,86423,14.1,"per 1,000"
2012,Arizona,15-17 years,18.7,2452,86423,14.1,"per 1,000"
2012,Arkansas,15-17 years,21.3,1222,86423,14.1,"per 1,000"
2012,California,15-17 years,13.2,10345,86423,14.1,"per 1,000"
2012,Colorado,15-17 years,12.2,1173,86423,14.1,"per 1,000"
2012,Connecticut,15-17 years,7.3,528,86423,14.1,"per 1,000"
2012,Delaware,15-17 years,11.7,198,86423,14.1,"per 1,000"
2012,District of Columbia,15-17 years,29,239,86423,14.1,"per 1,000"
2012,Florida,15-17 years,12.4,4221,86423,14.1,"per 1,000"
2012,Georgia,15-17 years,16,3219,86423,14.1,"per 1,000"
2012,Hawaii,15-17 years,11.8,283,86423,14.1,"per 1,000"
2012,Idaho,15-17 years,11.7,391,86423,14.1,"per 1,000"
2012,Illinois,15-17 years,13.6,3562,86423,14.1,"per 1,000"
2012,Indiana,15-17 years,15.5,2056,86423,14.1,"per 1,000"
2012,Iowa,15-17 years,10.8,635,86423,14.1,"per 1,000"
2012,Kansas,15-17 years,14.5,833,86423,14.1,"per 1,000"
2012,Kentucky,15-17 years,18.1,1479,86423,14.1,"per 1,000"
2012,Louisiana,15-17 years,19.5,1740,86423,14.1,"per 1,000"
2012,Maine,15-17 years,7.2,172,86423,14.1,"per 1,000"
2012,Maryland,15-17 years,10.5,1194,86423,14.1,"per 1,000"
2012,Massachusetts,15-17 years,6.8,837,86423,14.1,"per 1,000"
2012,Michigan,15-17 years,11.9,2386,86423,14.1,"per 1,000"
2012,Minnesota,15-17 years,8.4,880,86423,14.1,"per 1,000"
2012,Mississippi,15-17 years,22.1,1348,86423,14.1,"per 1,000"
2012,Missouri,15-17 years,13.9,1613,86423,14.1,"per 1,000"
2012,Montana,15-17 years,12.6,229,86423,14.1,"per 1,000"
2012,Nebraska,15-17 years,12.6,453,86423,14.1,"per 1,000"
2012,Nevada,15-17 years,15,820,86423,14.1,"per 1,000"
2012,New Hampshire,15-17 years,6.2,160,86423,14.1,"per 1,000"
2012,New Jersey,15-17 years,7.7,1343,86423,14.1,"per 1,000"
2012,New Mexico,15-17 years,24.1,999,86423,14.1,"per 1,000"
2012,New York,15-17 years,9.5,3511,86423,14.1,"per 1,000"
2012,North Carolina,15-17 years,15.4,2830,86423,14.1,"per 1,000"
2012,North Dakota,15-17 years,12.1,149,86423,14.1,"per 1,000"
2012,Ohio,15-17 years,13.2,3006,86423,14.1,"per 1,000"
2012,Oklahoma,15-17 years,22.8,1667,86423,14.1,"per 1,000"
2012,Oregon,15-17 years,11.1,798,86423,14.1,"per 1,000"
2012,Pennsylvania,15-17 years,12.1,2886,86423,14.1,"per 1,000"
2012,Rhode Island,15-17 years,10.9,210,86423,14.1,"per 1,000"
2012,South Carolina,15-17 years,17.2,1498,86423,14.1,"per 1,000"
2012,South Dakota,15-17 years,16.4,264,86423,14.1,"per 1,000"
2012,Tennessee,15-17 years,17.3,2126,86423,14.1,"per 1,000"
2012,Texas,15-17 years,23.4,12938,86423,14.1,"per 1,000"
2012,Total U.S.,15-17 years,14.1,86423,86423,14.1,"per 1,000"
2012,Utah,15-17 years,10.3,668,86423,14.1,"per 1,000"
2012,Vermont,15-17 years,7.4,85,86423,14.1,"per 1,000"
2012,Virginia,15-17 years,10.2,1560,86423,14.1,"per 1,000"
2012,Washington,15-17 years,10.7,1385,86423,14.1,"per 1,000"
2012,West Virginia,15-17 years,20.1,649,86423,14.1,"per 1,000"
2012,Wisconsin,15-17 years,10.3,1135,86423,14.1,"per 1,000"
2012,Wyoming,15-17 years,13.3,141,86423,14.1,"per 1,000"
2013,Alabama,15-17 years,15.8,1471,75234,12.3,"per 1,000"
2013,Alaska,15-17 years,11,162,75234,12.3,"per 1,000"
2013,Arizona,15-17 years,15.3,2011,75234,12.3,"per 1,000"
2013,Arkansas,15-17 years,18.3,1059,75234,12.3,"per 1,000"
2013,California,15-17 years,11.1,8525,75234,12.3,"per 1,000"
2013,Colorado,15-17 years,11.6,1129,75234,12.3,"per 1,000"
2013,Connecticut,15-17 years,6.2,445,75234,12.3,"per 1,000"
2013,Delaware,15-17 years,12.3,201,75234,12.3,"per 1,000"
2013,District of Columbia,15-17 years,23.9,185,75234,12.3,"per 1,000"
2013,Florida,15-17 years,10.8,3699,75234,12.3,"per 1,000"
2013,Georgia,15-17 years,13.9,2799,75234,12.3,"per 1,000"
2013,Hawaii,15-17 years,10.4,247,75234,12.3,"per 1,000"
2013,Idaho,15-17 years,9.2,312,75234,12.3,"per 1,000"
2013,Illinois,15-17 years,11.7,2990,75234,12.3,"per 1,000"
2013,Indiana,15-17 years,13.6,1799,75234,12.3,"per 1,000"
2013,Iowa,15-17 years,9.8,580,75234,12.3,"per 1,000"
2013,Kentucky,15-17 years,16.7,1374,75234,12.3,"per 1,000"
2013,Louisiana,15-17 years,17.4,1550,75234,12.3,"per 1,000"
2013,Maine,15-17 years,7.1,166,75234,12.3,"per 1,000"
2013,Maryland,15-17 years,9.1,1027,75234,12.3,"per 1,000"
2013,Massachusetts,15-17 years,6,734,75234,12.3,"per 1,000"
2013,Michigan,15-17 years,10.6,2098,75234,12.3,"per 1,000"
2013,Minnesota,15-17 years,7.3,758,75234,12.3,"per 1,000"
2013,Mississippi,15-17 years,19.5,1162,75234,12.3,"per 1,000"
2013,Missouri,15-17 years,12.6,1459,75234,12.3,"per 1,000"
2013,Montana,15-17 years,12.6,229,75234,12.3,"per 1,000"
2013,Nebraska,15-17 years,11.4,412,75234,12.3,"per 1,000"
2013,Nevada,15-17 years,12.4,673,75234,12.3,"per 1,000"
2013,New Hampshire,15-17 years,4.7,118,75234,12.3,"per 1,000"
2013,New Jersey,15-17 years,6.8,1183,75234,12.3,"per 1,000"
2013,New Mexico,15-17 years,22.3,909,75234,12.3,"per 1,000"
2013,New York,15-17 years,8.3,2980,75234,12.3,"per 1,000"
2013,North Carolina,15-17 years,13.1,2422,75234,12.3,"per 1,000"
2013,North Dakota,15-17 years,9.9,125,75234,12.3,"per 1,000"
2013,Ohio,15-17 years,11.6,2641,75234,12.3,"per 1,000"
2013,Oklahoma,15-17 years,20.5,1518,75234,12.3,"per 1,000"
2013,Oregon,15-17 years,9.7,694,75234,12.3,"per 1,000"
2013,Pennsylvania,15-17 years,10.3,2407,75234,12.3,"per 1,000"
2013,Rhode Island,15-17 years,9.3,176,75234,12.3,"per 1,000"
2013,South Carolina,15-17 years,14.5,1261,75234,12.3,"per 1,000"
2013,South Dakota,15-17 years,13.2,214,75234,12.3,"per 1,000"
2013,Tennessee,15-17 years,15.1,1855,75234,12.3,"per 1,000"
2013,Texas,15-17 years,21.1,11730,75234,12.3,"per 1,000"
2013,Total U.S.,15-17 years,12.3,75234,75234,12.3,"per 1,000"
2013,Utah,15-17 years,8.6,572,75234,12.3,"per 1,000"
2013,Vermont,15-17 years,4.9,55,75234,12.3,"per 1,000"
2013,Virginia,15-17 years,8,1210,75234,12.3,"per 1,000"
2013,Washington,15-17 years,8.8,1145,75234,12.3,"per 1,000"
2013,West Virginia,15-17 years,17.1,548,75234,12.3,"per 1,000"
2013,Wisconsin,15-17 years,8.5,938,75234,12.3,"per 1,000"
2013,Wyoming,15-17 years,13,141,75234,12.3,"per 1,000"
2014,Alabama,15-17 years,14.5,1358,66791,10.9,"per 1,000"
2014,Alaska,15-17 years,9.5,140,66791,10.9,"per 1,000"
2014,Arizona,15-17 years,13.4,1783,66791,10.9,"per 1,000"
2014,Arkansas,15-17 years,16.2,945,66791,10.9,"per 1,000"
2014,California,15-17 years,9.6,7325,66791,10.9,"per 1,000"
2014,Colorado,15-17 years,8.9,886,66791,10.9,"per 1,000"
2014,Connecticut,15-17 years,5.5,391,66791,10.9,"per 1,000"
